Reference Type,"Authors, Primary",Title Primary,Periodical Full,Periodical Abbrev,Pub Year,Volume,Issue,Start Page,Other Pages,Keywords,Abstract,Notes,Personal Notes,"Authors, Secondary",Title Secondary,Edition,Publisher,Place Of Publication,"Authors, Tertiary","Authors, Quaternary","Authors, Quinary","Title, Tertiary",ISSN/ISBN,Availability,Author/Address,Accession Number,Language,Classification,Sub file/Database,Original Foreign Title,Links,URL,DOI,PMID,PMCID,Call Number,Database,Data Source,Identifying Phrase,Retrieved Date,Shortened Title,User 1,User 2,User 3,User 4,User 5,User 6,User 7,User 8,User 9,User 10,User 11,User 12,User 13,User 14,User 15
Journal Article,"Rubio-Hernandez,Sandy P.;AyÃ³n,Cecilia",Pobrecitos los NiÃ±os: The emotional impact of anti-immigration policies on Latino children,Children and Youth Services Review, ,2016,60, ,20,26,Immigrant families;Latino families and children;Anti-immigration legislation and sentiment;Emotional and behavioral changes,"Abstract The purpose of this study is to examine the perceptions of Latino immigrant parents on the emotional impact of anti-immigration policies on their children in the state of Arizona. Fifty four Latino immigrant parents participated in in-depth semi-structured interviews. Interviews were completed between September 2013 and February 2014, a critical time period following passage and initial stages of the implementation of SB1070 and other anti-immigration policies. Informed by grounded theory, a constant comparative approach was used between and within transcripts while completing initial and focused coding. Findings indicate parents observed a range of behavioral changes in their children following the passage of anti-immigration legislation. The emotional impact experienced by Latino children is summarized in the following themes; concern and sense of responsibility, fear and hypervigilance, sadness and crying, and depression. Parents reported their children expressed constant fear and concern over the looming threat of deportation or family separation. Children exhibited a sense of responsibility for improving their families' circumstances. Parents expressed their children displayed hypervigilance, constant sadness and crying. In some instances the changes in children's behavior were so severe that parents considered their children to be depressed and in need of clinical intervention. Practitioners in immigrant dense communities need to be aware of the challenges immigrant families encounter and the impact of immigration policies on the emotional development of Latino children.", , ,, , , , ,,,, ,0190-7409, , , , , , , , ,http://www.sciencedirect.com/science/article/pii/S0190740915301018,https://doi.org/10.1016/j.childyouth.2015.11.013, , , , ,ScienceDirect, , , , , , , , , , , , , , , , , , 
Journal Article,"Ruppar,Andrea L.","â€œWithout being able to read, what's literacy mean to them?â€: Situated beliefs about literacy for students with significant disabilities",Teaching and Teacher Education, ,2017,67, ,114,124,Literacy;Teachers' thinking;Teachers' beliefs;Special education,"Abstract Beliefs about students and pedagogical knowledge have been identified as key barriers to accessible general education content and contexts for students with significant disabilities. In this case study of a high school special education literacy class, I examine definitions of literacy, expectations about students, and self-efficacy in the process of teaching literacy to students with significant disabilities. Team members expressed disjointed understandings about the purpose of literacy, lacked pedagogical knowledge, and had poor self-efficacy. Beliefs about â€œhighâ€ and â€œlowâ€ students, defined by students' orality, affected team membersâ€™ perceptions about the feasibility and priority of literacy for various groups of students.", , ,, , , , ,,,, ,0742-051X, , , , , , , , ,http://www.sciencedirect.com/science/article/pii/S0742051X16308046,https://doi.org/10.1016/j.tate.2017.06.003, , , , ,ScienceDirect, , , , , , , , , , , , , , , , , , 
Journal Article,"Russell,Teresa L.;Sparks,Taylor E.;Campbell,John P.;Handy,Kristina;Ramsberger,Peter;Grand,James A.",Situating Ethical Behavior in the Nomological Network of Job Performance,JOURNAL OF BUSINESS AND PSYCHOLOGY}, ,2017,32,3,253,271, ,"Our objective was to generate, define, and evaluate behavioral dimensions of ethical performance at work that are common across United States occupations. This project involved three studies. Study 1 involved (a) qualitative review of published literature, professional codes of ethics, and critical incidents of (un)ethical performance and resulted in (b) behavioral dimensions and ethical performance rating scales. The second and third studies used a retranslation methodology to evaluate the ethical performance dimensions from Study 1. The behavioral dimensions were linked to the performance determinants (personal attributes) in Study 3. Study 1 resulted in draft dimension definitions and rating scales for 10 ethical performance dimensions. In Studies 2 and 3, retranslation data provided strong support for 10 behavioral dimensions of ethical performance at work. Results from Study 3 shed light on possible relationships among the performance dimensions based on their underlying performance determinants. Communicating an organization's ethical standards to employees is important because some ethical breakdowns can be attributed to simply failing to recognize an ethical matter (in: DeCremer, Managerial ethics: Managing the psychology of morality, Routledge, New York, 2011). Definitions of ethical behavior in the workplace provide a tool for researchers, employers, and employees to communicate about ethical situations and a foundation for folding ethics into employee training and performance management. These studies provide a taxonomy of ethical performance at work that generalizes to a diverse array of occupations and industries, and dimensions and rating scales have value for performance management, training/curriculum development, job analysis, predictor development and/or validation, and additional research.}", , ,, , , , ,,,, ,0889-3268}, ,"Russell, TL (Reprint Author), Human Resources Res Org, 100 Washington Ave South,Suite 1660, Minneapolis, MN 55401 USA. Russell, Teresa L., Human Resources Res Org, 100 Washington Ave South,Suite 1660, Minneapolis, MN 55401 USA. Sparks, Taylor E.; Handy, Kristina; Ramsberger, Peter, Human Resources Res Org, Alexandria, VA USA. Campbell, John P., Univ Minnesota, Minneapolis, MN USA. Grand, James A., Univ Maryland, College Pk, MD 20742 USA.}", , , , , , , ,10.1007/s10869-016-9454-9, , , , , , , , , , , , , , , , , , , , , , , 
Journal Article,"Rutherford,Gill",Questioning special needs-ism: Supporting student teachers in troubling and transforming understandings of human worth,Teaching and Teacher Education, ,2016,56, ,127,137,Teacher education;Disabled students;Ideology;Special needs;Emotion;Humanity,"Abstract This paper is offered to spark discussion about teacher educators' contestation of â€˜special needsâ€™ ideology, to disrupt discriminatory thinking that diminishes educational opportunities for labeled students. Following discussion of the overarching purpose of education and evidence of the tenacity of special needs-ism, I explore multidisciplinary pedagogical tools that may facilitate engagement with student teachers, to trouble and transform hegemonic beliefs. These include notions of dysconsciousness, critical consciousness, threshold concepts, and pedagogies of discomfort, all of which highlight the role of emotion in realizing new understandings. Recognizing the inherent human worth of all students is considered fundamental in addressing educational inequities.", , ,, , , , ,,,, ,0742-051X, , , , , , , , ,http://www.sciencedirect.com/science/article/pii/S0742051X1630035X,https://doi.org/10.1016/j.tate.2016.02.009, , , , ,ScienceDirect, , , , , , , , , , , , , , , , , , 
Journal Article,"Sabio,M. F.;Bortz,J. E.",Structure and functioning of research ethics committees in the Autonomous City of Buenos Aires and Greater Buenos Aires,Salud Colectiva, ,2015,11,2,247,260,"Argentina;Ethical review;Ethics committees, research;Legislation","Given the few existing studies on research ethics committees (RECs) in Argentina, this paper aims to describe the structure and functioning of institutional RECs in the Autonomous City of Buenos Aires and Greater Buenos Aires. A descriptive, qualitative and quantitative research study was carried out using a survey conducted between March and July 2012. The sample was made up of 46 RECs. Forty percent of committee members were doctors and the age and sex distribution met standards. Inadequate numbers of methodologists, community representatives, lawyers and members external to the institution were identified, as well as shortcomings regarding administrative staff, fixed locations for meetings, budgets adequate to expenditures and training in research ethics. Some of those surveyed reported problems in their relationship with the institution and with researchers, in addition to difficulties regarding the time available to perform tasks.", , ,, , , , ,,,, , , ,"Affiliation: Hospital Nacional Profesor Alejandro Posadas, Argentina; Affiliation: Facultad de Medicina, Universidad de Buenos Aires, Argentina", ,Spanish, , ,Estructura y funcionamiento de los comitÃ©s de Ã©tica en investigaciÃ³n de la Ciudad AutÃ³noma de Buenos Aires y el Gran Buenos Aires, ,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84950323708&partnerID=40&md5=2ea847a59dd6d7873af6aa076cbd5139, , , , ,SCOPUS,Scopus, ,4 September 2017, , , , , , , , , , , , , , , , 
Journal Article,"Saunders,B.;Kitzinger,J.;Kitzinger,C.",Participant Anonymity in the Internet Age: From Theory to Practice,Qualitative Research in Psychology, ,2015,12,2,125,137,anonymity;coma;Internet/online;research ethics;serious brain injury,"Qualitative researchers attempting to protect the identities of their research participants now face a multitude of new challenges due to the wealth of information once considered private but now readily accessible online. We will draw on our research with family members of people with severe brain injury to discuss these challenges in relation to three areas: participant engagement with the mass media, the availability of court transcripts online, and participantsâ€™ use of social media. We suggest strategies for managing these challenges via disguise, refining informed consent, and discussion with interviewees. In the context of a largely theoretical literature on anonymization, this article offers concrete examples of the dilemmas we faced and will be of illustrative use to other researchers confronting similar challenges. Â© Taylor & Francis.",Cited By :2, ,, , , , ,,,, , , ,"Affiliation: Keele University, Arthritis Research UK Primary Care Centre, Research Institute for Primary Care and Health Sciences, Keele, United Kingdom; Affiliation: Cardiff University, Chronic Disorders of Consciousness Research Centre, Cardiff School of Journalism, Media and Cultural Studies, Cardiff, Wales, United Kingdom; Affiliation: University of York, Chronic Disorders of Consciousness Research Centre, Department of Sociology, York, United Kingdom", ,English, , , , ,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84924615951&doi=10.1080%2f14780887.2014.948697&partnerID=40&md5=6afaf450d39352cb42c62cb74857244c,10.1080/14780887.2014.948697, , , ,SCOPUS,Scopus, ,4 September 2017, , , , , , , , , , , , , , , , 
Journal Article,"Scudder,Ashley T.;McNeil,Cheryl B.;Chengappa,Karishma;Costello,Amanda H.",Evaluation of an existing parenting class within a women's state correctional facility and a parenting class modeled from Parentâ€“Child Interaction Therapy,Children and Youth Services Review, ,2014,46, ,238,247,Maternal incarceration;Prison;Correctional programming;Parenting classes;Behavioral parent training;Parentâ€“Child Interaction Therapy,"Abstract Approximately 336,000 households with minor children are believed to be directly affected by parental imprisonment, and the majority of inmates in correctional facilities across the United States have been reported to be parents of minors (Mumola, 2000). Subsequently, parent training provided through correctional programming has the potential to impact a large number of American children affected by parental incarceration. However, there are no empirically supported â€œbest practicesâ€ for parenting programs provided during incarceration and programs often vary across facilities. The current study examines an existing parenting class offered within a correctional facility and a parenting class modeled from Parentâ€“Child Interaction Therapy (PCIT), a program with an existing evidence base for improving parent and child outcomes. Eighty-two women incarcerated in a female, state correctional facility were randomized to one of the two parenting models. Both parenting models were matched in dose to the facility's existing program, of weekly, 90-minute, group parenting classes, consisting of 10â€“15 mothers. Seventy-one women completed the parenting classes. Participants in both models were combined for pre-treatment and post-treatment assessments that included group administration of self-report measures and individual behavior observations of parenting interaction role-plays. At post-treatment, mothers completing the PCIT-based training demonstrated higher levels of parenting skills and reported higher levels of treatment satisfaction than mothers completing the existing facility class. Mothers completing the existing class reported higher levels of parenting knowledge of child development than the PCIT-based class. Following both parenting models, similar decreases were found between groups in parenting stress and child abuse potential.", , ,, , , , ,,,, ,0190-7409, , , , , , , , ,http://www.sciencedirect.com/science/article/pii/S0190740914003132,https://doi.org/10.1016/j.childyouth.2014.08.015, , , , ,ScienceDirect, , , , , , , , , , , , , , , , , , 
Journal Article,"Smythe,William E.",An Ethics of Engagement,JOURNAL OF THEORETICAL AND PHILOSOPHICAL PSYCHOLOGY}, ,2015,35,"2, SI",128,131, ,"In this commentary I elaborate on 6 general themes that are raised by the contributions to this Special Issue, from the perspective of an ethics of engagement. The themes include ethical decision-making, the social embedding of the ethical, the ethical implications of neoliberalism, epistemological and ethical violence, the ethics of social justice, and the limitations of professional ethics codes. I conclude with a note of skepticism concerning the prospects for revising existing ethics codes.}", , ,, , , , ,,,, ,1068-8471}, ,"Smythe, WE (Reprint Author), Univ Regina, Dept Psychol, Regina, SK S4S 0A2, Canada. Smythe, William E., Univ Regina, Regina, SK S4S 0A2, Canada.}", , , , , , , ,10.1037/teo0000014, , , , , , , , , , , , , , , , , , , , , , , 
Journal Article,"Sohn,Hosung","Mean and distributional impact of single-sex high schools on studentsâ€™ cognitive achievement, major choice, and test-taking behavior: Evidence from a random assignment policy in Seoul, Korea",Economics of Education Review, ,2016,52, ,155,175,Single-sex school;Major choice;Random assignment;Mean and distributional impact,"Abstract Single-sex schooling has been considered in many countries as a way to promote student achievement. This paper estimates the mean and distributional impact of single-sex high schools on studentsâ€™ cognitive achievement, major choice, and test-taking behaviorâ€”by exploiting the random assignment policy adopted in Seoul, Korea. Based on administrative data for a period of seven years, I find that, on average, the positive effects of single-sex schooling on test scores are small, especially when the parental and teacher sorting are accounted for. Although the magnitude of the estimated effects is small, I find that the effect is relatively larger for students in quantiles 0.5â€“0.8 of the distribution of test scores. The impact is trivial, on the other hand, for students located at the very bottom and the very top quantiles. Moreover, I do not find any differences, both practically and statistically, in major choice and test-taking behavior.", , ,, , , , ,,,, ,0272-7757, , , , , , , , ,http://www.sciencedirect.com/science/article/pii/S0272775716300991,https://doi.org/10.1016/j.econedurev.2016.02.007, , , , ,ScienceDirect, , , , , , , , , , , , , , , , , , 
Journal Article,"Soto,J. A.;Armenta,B. E.;Perez,C. R.;Zamboanga,B. L.;UmaÃƒÂ±a-Taylor,A. J.;Lee,R. M.;Schwartz,S. J.;Park,I. J. K.;Huynh,Q. -L;Whitbourne,S. K.;Le,T. N.;Ham,L. S.",Strength in numbers? Cognitive reappraisal tendencies and psychological functioning among Latinos in the context of oppression,Cultural Diversity and Ethnic Minority Psychology, ,2012,18,4,384,394, ,"The typically positive relationship between cognitive reappraisal and psychological functioning may be nullified for Latinos embedded within multiple contexts of oppression (Perez & Soto, 2011). Multiply oppressive contexts are characterized by exposure to oppression at a societal level (distal oppression), in the immediate environment (proximal oppression), and at an individual level (personal oppression). We replicated and extended Perez and Soto's (2011) findings by examining whether the reappraisal-psychological functioning association was moderated by (a) relative numerical representation of Latinos within the environment (proximal oppression) and (b) personal perceptions of discrimination (personal oppression) among 425 Latino college students throughout the United States. For Latinos in high-Latino counties, greater use of reappraisal was associated with better psychological functioning, regardless of perceived discrimination; this relationship was absent for Latinos in low-Latino counties who perceived greater discrimination. Findings highlight the importance of considering how contextual factors can alter the adaptive functions of emotion regulation strategies. Ã‚Â© 2012 American Psychological Association.",cited By 9; Scopus, ,, , , , ,,,, , , ,"Department of Psychology, The Pennsylvania State University, United States; Department of Psychology, University of Nebraska-Lincoln, United States; Department of Psychology, Smith College, United States; School of Social and Family Dynamics, Arizona State University, United States; Department of Psychology, University of Minnesota, United States; Epidemiology and Public Health, Leonard M. Miller School of Medicine, University of Miami, United States; Department of Psychology, University of Notre Dame, United States; Department of Psychology, San Diego State University\, United States; Department of Psychology, University of Massachusetts Amherst, United States; Department of Psychology, Colorado State University, United States; Department of Psychology, University of Arkansas, United States", , , , , ,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84872257063&doi=10.1037%2fa0029781&partnerID=40&md5=4c0cbccc2f8f4dfaae521fc9580331e9, ,10.1037/a0029781, , , , , , , , , , , , , , , , , , , , , , , 
Journal Article,"Stephens,Tricia;Aparicio,Elizabeth M.",â€œIt's just broken branchesâ€: Child welfare-affected mothers' dual experiences of insecurity and striving for resilience in the aftermath of complex trauma and familial substance abuse,Children and Youth Services Review, ,2017,73, ,248,256,Child welfare;Former foster youth;Complex trauma;Substance abuse;Mothers;Phenomenology;Insecurity;Resilience,"Abstract The voices of mothers of color who have been affected by the child welfare system are typically marginalized and are largely left unheard. Yet, attending to their experiences may yield a wealth of strategies for system change and for other women to change their path or avoid child welfare system involvement altogether. Using augmented qualitative analytic methods from two phenomenological studies that utilized the life histories approach, the current study lifts up the voices of 15 women of color with past child welfare involvement as foster youth (and, for many, as mothers). The study findings highlight experiences within two broad themes: a) immense insecurity; and b) resilience, across domains in the lives of child welfare affected women. The mothers in this study share their insights into the aftermath of complex trauma and substance abuse within their families, particularly the relational, housing, and financial insecurity it wreaked as well as how they garnered resilience through perseverance, faith and empathy, and establishing stable homes. Implications for practice, policy, and future research are discussed.", , ,, , , , ,,,, ,0190-7409, , , , , , , , ,http://www.sciencedirect.com/science/article/pii/S019074091630500X,https://doi.org/10.1016/j.childyouth.2016.11.035, , , , ,ScienceDirect, , , , , , , , , , , , , , , , , , 
Journal Article,"Thieme,Claudio;Prior,Diego;Tortosa-Ausina,Emili",A multilevel decomposition of school performance using robust nonparametric frontier techniques,Economics of Education Review, ,2013,32, ,104,121,Efficiency;Multilevel analysis;Order-m;School effectiveness,"We propose a methodology for evaluating educational performance, from a multilevel perspective. We use partial frontier approaches to mitigate the influence of outliers and the curse of dimensionality. Our estimation considers idiosyncratic variables at the school, class, and student levels. Our model is applied to a sample of students in fourth year of primary school in urban schools in Chile. Results are in line with previous findings that less than 30% of the variance in studentsâ€™ educational attainment is attributable to their schools. Results also corroborate that a model considering only student-level variables yields high inefficiencies not attributable to school management, but rather to inadequate resource-endowment policy. Therefore, when disregarding specific variables concerning the resources allocated to the schools, the performance of those schools is undervalued, largely because inefficiencies caused by suboptimal resource endowments or difficulties arising from the socioeconomic environment are instead attributed to poor school management.", , ,, , , , ,,,, ,0272-7757, , , , , , , , ,http://www.sciencedirect.com/science/article/pii/S0272775712001082,https://doi.org/10.1016/j.econedurev.2012.08.002, , , , ,ScienceDirect, , , , , , , , , , , , , , , , , , 
Journal Article,"Thom,Katey;Finlayson,Mary",``They're Not Really Doing ``Normal'' Psychiatry': The Socio-Legal Shaping of Psychiatric Expertise in Insanity Trials,PSYCHIATRY PSYCHOLOGY AND LAW}, ,2013,20,1,46,59, ,"The use of psychiatric expertise in criminal trials has generally been construed as problematic despite the fact that there remains little in-depth research in this area. Qualitative research on other forensic experts has indicated the existing literature on psychiatric expert testimony may be simplifying the dynamics that occur in practice between psychiatry and law. This article draws on data generated from 31 qualitative interviews and medico-legal documentation to explore the socio-legal shaping of forensic psychiatrist's expertise during insanity trials in New Zealand. It describes how the hybrid features of the insanity defence shape forensic psychiatrists' practices in this context to the point that their performances as expert witnesses cannot be adequately described as doing normal psychiatry'. Rather, adding to the existing body of social studies of forensic expertise, the article exemplifies how the forensic psychiatrists' practices are inextricably linked to the legal context in which they are operating. It concludes by demonstrating that the art' of forensic psychiatry involves managing the hybrid nature of the expertise they provide in cases of insanity.}", , ,, , , , ,,,, ,1321-8719}, ,"Thom, K (Reprint Author), Univ Auckland, Mental Hlth Res Ctr, Sch Nursing, Fac Med \& Hlth Sci, Private Bag 92019, Auckland 1, New Zealand. Thom, Katey, Univ Auckland, Mental Hlth Res Ctr, Sch Nursing, Fac Med \& Hlth Sci, Auckland 1, New Zealand. Finlayson, Mary, Charles Darwin Univ, Res Ctr Hlth \& Wellbeing, Darwin, NT 0909, Australia.}", , , , , , , ,10.1080/13218719.2011.619060, , , , , , , , , , , , , , , , , , , , , , , 
Journal Article,"Thom,Katey;Nakarada-Kordic,Ivana",Mental Health Review Tribunals in Action: A Systematic Review of the Empirical Literature,PSYCHIATRY PSYCHOLOGY AND LAW}, ,2014,21,1,112,126, ,"The effectiveness of Mental Health Review Tribunals in providing safeguards for patients to ensure their right to be free from unjustified detention or treatment has been subject to much criticism in the literature. This article systematically reviews studies on the decision-making of such tribunals in order to synthesize the literature thematically and subject it to an assessment of methodological rigour {[}Hawker, S., Payne, S., Kerr, C., Hardey, M., \& Powell, J. (2002). Appraising the evidence: reviewing disparate data systematically. Qualitative Health Research, 12(9), 1284]. Of the 7,845 citations initially identified, 50 papers met the inclusion criteria. Although most studies were found to have satisfactory methodological rigour, our assessment revealed some issues related to ethics and bias, sampling procedures, and data collection and analysis processes. Eleven prevailing themes were identified that largely relate to the shortfalls of current tribunal systems. Suggested areas for practical improvement and further research were also given. The article concludes by suggesting how future studies could be developed to cover areas in need of further research and with greater methodological rigour.}", , ,, , , , ,,,, ,1321-8719}, ,"Thom, K (Reprint Author), Univ Auckland, Mental Hlth Res Ctr, Sch Nursing, Fac Med \& Hlth Sci, Private Bag 92019, Auckland 1, New Zealand. Thom, Katey; Nakarada-Kordic, Ivana, Univ Auckland, Mental Hlth Res Ctr, Auckland 1, New Zealand.}", , , , , , , ,10.1080/13218719.2013.790004, , , , , , , , , , , , , , , , , , , , , , , 
Journal Article,"Tiritilli,R.;Giometti,P.;Bosch,W.;Silva-Peralta,Y.;Aparicio,M. T.",Socio community practices' analyses at a public superior education institution: Social commitment and transformational potential,"Psychology, Society and Education", ,2016,8,3,201,215,Service-learning;University;University social commitment,"The present research pretends to know about socio community practices' transformational aspects done by advanced students from a superior education public institution. It's an exploratory descriptive and qualitative research in which there were used different instruments: tutorials non participant observation during the practices; final students' colloquies non participant observation; teachers' critical incidents interviews and students' final written reports. The sample was intentional composed by students (N=65) and teachers (N=6) from a superior education public institution socio community practices. Basics descriptive statistics were calculated and critical incidents' and final written reports' content analyses were done. Results show that socio community practices following the social learning technique promote students transformation in epistemology, social, pedagogic and ethic dimensions. These transformations promote pro social and citizenshipbehaviors, an ethic position related to professional activity, a critical reflection and community commitment Â© Psychology, Society, &Education.", , ,, , , , ,,,, , , ,"Affiliation: Universidad Mar de la Plata, Argentina", ,Spanish, , ,AnÃ¡lisis de las prÃ¡cticas socio comunitarias en el marco de una instituciÃ³n pÃºblica de educaciÃ³n superior: Compromiso social y potencialidad transformadora, ,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84994181152&partnerID=40&md5=84f09ff89d747f5d112a1364b106db83, , , , ,SCOPUS,Scopus, ,4 September 2017, , , , , , , , , , , , , , , , 
Journal Article,"Vardardottir,Arna",The impact of classroom peers in a streaming system,Economics of Education Review, ,2015,49, ,110,128,Education;Peer effects;Ability streaming,"Abstract This paper investigates educational production with a focus on the influence that socio-economic status of class peers has on academic outcomes of students in a streaming system. Employing the Swiss subsample of the PISA data, I provide evidence that while classroom assignment is not random within schools or tracks it is random within tracks-by-schools. Track-by-school fixed effects therefore render peer group composition conditionally uncorrelated with studentsâ€™ characteristics, while track fixed effects and school fixed effects donâ€™t. Estimates based on track fixed-effects and school fixed-effects approaches are reduced sizably by employing a track-by-school fixed-effects approach while mean effects on test results in mathematics and problem solving remain significant.", , ,, , , , ,,,, ,0272-7757, , , , , , , , ,http://www.sciencedirect.com/science/article/pii/S0272775715001090,https://doi.org/10.1016/j.econedurev.2015.09.002, , , , ,ScienceDirect, , , , , , , , , , , , , , , , , , 
Journal Article,"Walton,Jessica;Priest,Naomi;Kowal,Emma;White,Fiona;Brickwood,Katie;Fox,Brandi;Paradies,Yin","Talking culture? Egalitarianism, color-blindness and racism in Australian elementary schools",Teaching and Teacher Education, ,2014,39, ,112,122,Egalitarianism;Ethnic-racial socialization;Color-blindness;Racism;Schools,"Abstract This study examines egalitarianism as an ethnic-racial socialization message used by teachers with 8â€“12 year old children in four socio-demographically diverse elementary schools in Melbourne, Australia. The three main types of egalitarian messages identified are i) procedural-justice color-blindness, ii) distributive-justice color-blindness and iii) colormuteness, and each is explored in relation to how teachers talk to children about racial, ethnic and cultural diversity, and racism. We conclude that teacher confidence and capability, and to a lesser degree, school context, influenced the types of egalitarian messages used about diversity and the extent to which teachers had explicit and critical discussions about racism.", , ,, , , , ,,,, ,0742-051X, , , , , , , , ,http://www.sciencedirect.com/science/article/pii/S0742051X14000055,https://doi.org/10.1016/j.tate.2014.01.003, , , , ,ScienceDirect, , , , , , , , , , , , , , , , , , 
Journal Article,"Wigginton,B.;Setchell,J.",Researching stigma as an outsider: considerations for qualitative outsider research,Qualitative Research in Psychology, ,2016,13,3,246,263,ethics;insider/outsider research;membership status;outsider status;qualitative research;reflexivity;stigma,"ABSTRACT: In this article, we discuss a number of important considerations that we have encountered in the process of researching health stigma topics as â€œoutsidersâ€: researchers (personally) unfamiliar with the experience or topic under study. In particular, we discuss the importance of the following: a reflective stance, challenging negative representations, flexible and sensitive recruitment strategies, validating experiences of stigma, and participant control and power. We see these points as particularly important in the context of researching stigma as outsiders, where our privilege may contribute to unhelpful, narrow, de-politicized or overly simplistic representations of particular â€œgroupsâ€ or experiences. We share these considerations in hope of assisting other researchers to reflect on, and articulate, how they negotiate their positionings within their research and the ways in which they shape and construct the research agenda and, by implication, the people or topics under examination. Â© 2016 Taylor & Francis.", , ,, , , , ,,,, , , ,"Affiliation: School of Psychology, The University of Queensland, Australia", ,English, , , , ,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84969799078&doi=10.1080%2f14780887.2016.1183065&partnerID=40&md5=3b37ddd3cfad9749693d430e3afb867b,10.1080/14780887.2016.1183065, , , ,SCOPUS,Scopus, ,4 September 2017, , , , , , , , , , , , , , , , 
Journal Article,"Williams Shanks,Trina R.;Robinson,Christine","Assets, economic opportunity and toxic stress: A framework for understanding child and educational outcomes",Economics of Education Review, ,2013,33, ,154,170,Assets;Children;Education;Risk;Toxic Stress,"A large body of evidence indicates that socioeconomic status (SES) is a strong predictor of school achievement, college graduation and child outcomes in general. Better developmental and health outcomes are strongly associated with family assets, income and education. We introduce a model incorporating a range of theoretical and empirical literature about the relationships between a household's socio-economic position, household interactions, and child educational outcomes. The intention is to illustrate how these frequently cited factors are exacerbated and aligned by stress or difficult environments which cause long-term challenges for children in high-risk circumstances. Finally, we modify the model to illustrate the dynamic nature of these relationships, highlighting how the developmental trajectory of a child who lives with toxic stress might differ from a comparable child with social supports in a situation of low or tolerable stress.", , ,,Assets and Educational Attainment: Theory and Evidence, , , ,,,, ,0272-7757, , , , , , , , ,http://www.sciencedirect.com/science/article/pii/S0272775712001458,https://doi.org/10.1016/j.econedurev.2012.11.002, , , , ,ScienceDirect, , , , , , , , , , , , , , , , , , 
Journal Article,"Winkler,M. I.;Alvear,K.;Olivares,B.;Pasmanik,D.",Community psychology today: Ethical guidelines for action,Psicoperspectivas, ,2014,13,2,44,54,Community Psychology;Ethics;Practice;Research;Training,"We present the results of a study about the ethical dimension in the practice, training and research in community psychology (CP) in Chile between 2008 and 2011. We intentionally used a variety of sources of information production. 93 subjects - users, students and psychologists- participated in this study; and 194 documents - syllabuses, theses and codes- were analyzed. A combination of a qualitative method, survey techniques and analytical strategies produced as a relevant result the need to set specific ethical guidelines to guide the practice, training and research in CP, which we propose as a corollary.", , ,, , , , ,,,, , , ,"Affiliation: Universidad de Santiago de Chile, Chile; Affiliation: Universidad Diego Portales, Chile", ,Spanish, , ,PsicologÃ­a Comunitaria hoy: Orientaciones Ã©ticas para la acciÃ³n, ,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85011629423&doi=10.5027%2fPSICOPERSPECTIVAS-VOL13-ISSUE2-FULLTEXT-353&partnerID=40&md5=e59680c022cf2ed1fd8e268dec45bbcc,10.5027/PSICOPERSPECTIVAS-VOL13-ISSUE2-FULLTEXT-353, , , ,SCOPUS,Scopus, ,4 September 2017, , , , , , , , , , , , , , , , 
Journal Article,"Winkler,M. I.;Alvear,K.;Olivares,B.;Pasmanik,D.","To want is not enough: Ethical duties in practice, training, and research in community psychology",Psykhe, ,2012,21,1,115,129,Community psychology;Ethics;Practice;Research;Training,"The article presents a summary of the results of the research project FONDECYT NÂ° 1080528, which explores the ethical dimension in practice, training, and research in community psychology (CP) in Chile. An intentional opinatic sample of primary (93 participants-users, students, and psychologists-) and secondary information sources (194 documents-programs, courses, theses and codes-) was used. The use of various data collection techniques and qualitative analysis strategies led to the identification of two relevant results: the principle of respect for the other and community participation in identifying and addressing ethical issues. Divergences in the concept of CP and ethical duties in this field were also found. Finally, ethical guidelines for practice, training, and research in CP are suggested. Â© 2012 by Psykhe.",Cited By :6, ,, , , , ,,,, , , ,"Affiliation: Universidad de Santiago de Chile, Chile; Affiliation: Universidad Diego Portales, Chile", ,Spanish, , ,"Querer no basta: Deberes Ã©ticos en la prÃ¡ctica, formaciÃ³n e investigaciÃ³n en psicologÃ­a comunitaria", ,https://www.scopus.com/inward/record.uri?eid=2-s2.0-84871461094&doi=10.4067%2fS0718-22282012000100008&partnerID=40&md5=27584fa76132118926eb49a9fb49998c,10.4067/S0718-22282012000100008, , , ,SCOPUS,Scopus, ,4 September 2017, , , , , , , , , , , , , , , , 
